,Name,smile,BA_pct,label1,label2,label3a,label3b,MolWt,ExactMolWt,qed,MolLogP,MolMR,VSA_total,LabuteASA,TPSA,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,NumHAcceptors,NumHDonors,HeavyAtomCount,NumHeteroatoms,NumRotatableBonds,NHOHCount,NOCount,FractionCSP3,RingCount,NumAliphaticRings,NumAromaticRings,NumAliphaticHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumSaturatedRings,BalabanJ,BertzCT,HallKierAlpha,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,fracVSA_PEOE01,fracVSA_PEOE02,fracVSA_PEOE03,fracVSA_PEOE04,fracVSA_PEOE05,fracVSA_PEOE06,fracVSA_PEOE07,fracVSA_PEOE08,fracVSA_PEOE09,fracVSA_PEOE10,fracVSA_PEOE11,fracVSA_PEOE12,fracVSA_PEOE13,fracVSA_PEOE14,fracVSA_SMR01,fracVSA_SMR02,fracVSA_SMR03,fracVSA_SMR04,fracVSA_SMR05,fracVSA_SMR06,fracVSA_SMR07,fracVSA_SMR08,fracVSA_SMR09,fracVSA_SMR10,fracVSA_SlogP01,fracVSA_SlogP02,fracVSA_SlogP03,fracVSA_SlogP04,fracVSA_SlogP05,fracVSA_SlogP06,fracVSA_SlogP07,fracVSA_SlogP08,fracVSA_SlogP09,fracVSA_SlogP10,fracVSA_SlogP11,fracVSA_SlogP12
160,lacosamide,COCC(N=C(C)O)C(O)=NCc1ccccc1,100.0,high,very high,very high,very high,250.298,250.131742436,0.5996545313525925,2.1345,71.61160000000004,105.85251867201468,106.4786556258924,74.41,0.20874685119839903,-0.4967773157175101,0.4967773157175101,0.20874685119839903,3.0,2.0,18.0,5.0,6.0,2.0,5.0,0.38461538461538464,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.7014668595636575,411.5043501095395,-1.8799999999999994,14.94991774348146,0.0,9.984809465271338,0.0,0.0,30.33183534230805,5.563451491696996,14.033534740968157,13.151638370425493,0.0,11.939586173505571,5.897745344357611,0.0,0.0,14.94991774348146,0.0,0.0,9.984809465271338,19.51033443475116,13.716679505790452,35.89528683400505,0.0,0.0,11.795490688715223,0.0,41.767065813335044,11.281619359712625,0.0,12.487188691387619,40.31664480757939,0.0,0.0,0.0,0.0,0.0,0.0,14.94991774348146,0.0,9.984809465271338,0.0,0.0,30.33183534230805,5.563451491696996,14.033534740968157,13.151638370425493,0.0,11.939586173505571,5.897745344357611,0.0,0.0,14.94991774348146,0.0,0.0,9.984809465271338,19.51033443475116,13.716679505790452,35.89528683400505,0.0,0.0,11.795490688715223,0.0,41.767065813335044,11.281619359712625,0.0,12.487188691387619,40.31664480757939,0.0,0.0,0.0,0.0,0.0,0.0,0.141233462661422,0.0,0.09432755677934686,0.0,0.0,0.28654807389412823,0.05255851784628213,0.13257629499068638,0.12424492619940396,0.0,0.11279454020834898,0.055716627420381436,0.0,0.0,0.141233462661422,0.0,0.0,0.09432755677934686,0.1843162040877286,0.1295829298903293,0.33910659174041036,0.0,0.0,0.11143325484076287,0.0,0.3945779121491743,0.10657865775181845,0.0,0.1179677994255321,0.3808756306734751,0.0,0.0,0.0,0.0,0.0,0.0
161,pentoxifylline,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,25.0,low,low,low,low,278.31200000000007,278.13789043599996,0.7314900236053014,0.19300000000000006,74.74700000000003,114.4186447090413,115.01518969017611,78.89,0.3319688564518087,-0.3278633112499939,0.3319688564518087,0.3278633112499939,7.0,0.0,20.0,7.0,5.0,0.0,7.0,0.5384615384615384,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.3816217976898786,766.2398536300292,-2.18,9.361636831863176,13.928736479654532,9.77851570501903,0.0,0.0,0.0,19.765380445542643,27.060921994192967,6.3273200747645415,5.783244946364939,11.16387793838399,0.0,5.559266895052008,5.689743398203474,4.794537184071822,0.0,18.685277464321274,14.09534396535438,32.730958474381225,0.0,27.165404736163666,0.0,0.0,16.94712288474893,11.24901029325548,24.468522410686212,25.434637555338778,0.0,26.186202068468653,15.916394442908185,0.0,11.16387793838399,0.0,0.0,0.0,0.0,9.361636831863176,13.928736479654532,9.77851570501903,0.0,0.0,0.0,19.765380445542643,27.060921994192967,6.3273200747645415,5.783244946364939,11.16387793838399,0.0,5.559266895052008,5.689743398203474,4.794537184071822,0.0,18.685277464321274,14.09534396535438,32.730958474381225,0.0,27.165404736163666,0.0,0.0,16.94712288474893,11.24901029325548,24.468522410686212,25.434637555338778,0.0,26.186202068468653,15.916394442908185,0.0,11.16387793838399,0.0,0.0,0.0,0.0,0.08181915504828056,0.12173484937768966,0.08546260733890984,0.0,0.0,0.0,0.17274615073272925,0.2365079752780416,0.05529972926051063,0.05054460277056533,0.09757044375742223,0.0,0.048587071706615984,0.049727414729234885,0.04190346071887146,0.0,0.16330622960826569,0.12319097120227096,0.28606315480849986,0.0,0.23742113713410443,0.0,0.0,0.14811504652798754,0.09831448643585086,0.213850832378831,0.22229451869507197,0.0,0.22886306803457035,0.13910665069825354,0.0,0.09757044375742223,0.0,0.0,0.0,0.0
162,ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,85.0,high,very high,very high,very high,206.28499999999997,206.130679816,0.8215995486924976,3.073200000000001,61.03480000000004,90.29058643842549,90.94175377251302,37.3,0.3101853515323108,-0.4807885019257389,0.4807885019257389,0.3101853515323108,1.0,1.0,15.0,2.0,4.0,1.0,2.0,0.46153846153846156,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.7590371332701524,324.8941190021566,-1.31,5.106527394840706,4.794537184071822,0.0,0.0,0.0,38.112942673227685,30.38936785217202,0.0,5.917906046161393,0.0,0.0,0.0,0.0,5.969305287951849,9.901064578912528,0.0,0.0,5.917906046161393,33.10993926815928,0.0,35.392371257240434,0.0,0.0,5.969305287951849,0.0,11.075832682792555,11.21535880699783,5.917906046161393,37.81602062862726,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,4.794537184071822,0.0,0.0,0.0,38.112942673227685,30.38936785217202,0.0,5.917906046161393,0.0,0.0,0.0,0.0,5.969305287951849,9.901064578912528,0.0,0.0,5.917906046161393,33.10993926815928,0.0,35.392371257240434,0.0,0.0,5.969305287951849,0.0,11.075832682792555,11.21535880699783,5.917906046161393,37.81602062862726,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.05655658686327339,0.053101185552067505,0.0,0.0,0.0,0.4221142444259033,0.33657293690185885,0.0,0.06554289078847843,0.0,0.0,0.0,0.0,0.06611215546841832,0.1096577724153409,0.0,0.0,0.06554289078847843,0.36670422215873977,0.0,0.3919829591690225,0.0,0.0,0.06611215546841832,0.0,0.12266874233169171,0.12421404322859558,0.06554289078847843,0.4188257283544863,0.2687485952967478,0.0,0.0,0.0,0.0,0.0,0.0
163,mefruside,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,70.0,high,high,high,high,382.89100000000013,382.04239138800006,0.8222362328309457,1.177,86.23200000000004,141.24261192820052,141.0182543751788,106.76999999999998,0.24245848014186863,-0.37391124636940815,0.37391124636940815,0.24245848014186863,5.0,1.0,23.0,10.0,5.0,2.0,7.0,0.5384615384615384,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.3586909051297913,801.6538261831091,-0.7100000000000001,4.736862953800049,0.0,21.974567706265816,4.305215991296234,0.0,11.600939890232516,37.964481650927475,20.199310353102682,15.519167600242788,4.895483475517775,0.0,20.046582306815168,0.0,0.0,21.572456922457924,0.0,4.305215991296234,5.138973737607942,35.15739820756188,20.199310353102682,23.221734519126155,0.0,0.0,31.647522197047685,5.138973737607942,46.94117112404048,24.783445260615217,0.0,19.765380445542643,27.990068156420378,5.022633313741326,0.0,0.0,0.0,0.0,11.600939890232516,4.736862953800049,0.0,21.974567706265816,4.305215991296234,0.0,11.600939890232516,37.964481650927475,20.199310353102682,15.519167600242788,4.895483475517775,0.0,20.046582306815168,0.0,0.0,21.572456922457924,0.0,4.305215991296234,5.138973737607942,35.15739820756188,20.199310353102682,23.221734519126155,0.0,0.0,31.647522197047685,5.138973737607942,46.94117112404048,24.783445260615217,0.0,19.765380445542643,27.990068156420378,5.022633313741326,0.0,0.0,0.0,0.0,11.600939890232516,0.033537067101307876,0.0,0.15558029836942128,0.03048099955475727,0.0,0.08213484395296906,0.26878915033252426,0.14301144730579488,0.10987596015380843,0.03466010298652897,0.0,0.14193013024288786,0.0,0.0,0.15273334745058453,0.0,0.03048099955475727,0.036384018020144626,0.2489149536928264,0.14301144730579488,0.16441025978003526,0.0,0.0,0.22406497419585694,0.036384018020144626,0.3323442584586486,0.17546719734419575,0.0,0.13993921647094862,0.19817013983463355,0.035560325918459645,0.0,0.0,0.0,0.0,0.08213484395296906
164,pinacidil,CC(NC(=NC#N)N=c1cc[nH]cc1)C(C)(C)C,57.0,moderate,high,moderate,moderate,245.33000000000004,245.16404560799998,0.44925510198581414,1.7766799999999994,71.45640000000003,106.73561063524896,107.30367485241334,76.33,0.2338603447411109,-0.36748202982638795,0.36748202982638795,0.2338603447411109,2.0,2.0,18.0,5.0,1.0,2.0,5.0,0.46153846153846156,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.946656340589978,495.668520647203,-2.09,10.30076712495354,0.0,4.992404732635669,5.261891554738487,4.992404732635669,20.771211599071872,24.471461806010623,18.435527972374114,5.3572304483063045,0.0,0.0,12.152710664522676,0.0,0.0,0.0,5.261891554738487,10.30076712495354,15.399799934668117,33.736789627910454,0.0,29.88365172845568,0.0,6.19315609577884,5.959554568743835,10.674019052312635,16.985373918839002,0.0,16.870038119914106,27.694948798762496,34.51123074542071,0.0,0.0,0.0,0.0,0.0,0.0,10.30076712495354,0.0,4.992404732635669,5.261891554738487,4.992404732635669,20.771211599071872,24.471461806010623,18.435527972374114,5.3572304483063045,0.0,0.0,12.152710664522676,0.0,0.0,0.0,5.261891554738487,10.30076712495354,15.399799934668117,33.736789627910454,0.0,29.88365172845568,0.0,6.19315609577884,5.959554568743835,10.674019052312635,16.985373918839002,0.0,16.870038119914106,27.694948798762496,34.51123074542071,0.0,0.0,0.0,0.0,0.0,0.0,0.09650731432225261,0.0,0.04677356229024983,0.04929836933917133,0.04677356229024983,0.19460432629231872,0.2292717646937697,0.17272143629153383,0.05019159413078865,0.0,0.0,0.11385807034966546,0.0,0.0,0.0,0.04929836933917133,0.09650731432225261,0.1442798691365935,0.3160781057710933,0.0,0.2799782710812237,0.0,0.058023335032418674,0.05583473531724677,0.10000429087148154,0.15913502361347487,0.0,0.15805444892768386,0.259472435056425,0.3233338015309347,0.0,0.0,0.0,0.0,0.0,0.0
165,viloxazine,CCOc1ccccc1OCC1CNCCO1,85.0,high,very high,very high,very high,237.29899999999992,237.136493468,0.8411561496817552,1.4525,65.71570000000004,101.22973169862355,101.87066463887267,39.72,0.1608065461424732,-0.48999143233574105,0.48999143233574105,0.1608065461424732,4.0,1.0,17.0,4.0,5.0,1.0,4.0,0.5384615384615384,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8827714968841787,337.19138911376837,-1.2600000000000002,19.527377465406477,0.0,0.0,0.0,0.0,12.13273413692322,19.056471336613843,13.08951281182515,13.213763929025836,12.71084835226122,11.49902366656781,0.0,0.0,0.0,14.210588861400147,0.0,5.316788604006331,0.0,13.027703587438927,32.910158705363905,24.26546827384644,0.0,11.49902366656781,0.0,14.790514511606428,39.014125093112206,4.736862953800049,0.0,6.923737199690624,24.26546827384644,0.0,0.0,0.0,0.0,11.49902366656781,0.0,19.527377465406477,0.0,0.0,0.0,0.0,12.13273413692322,19.056471336613843,13.08951281182515,13.213763929025836,12.71084835226122,11.49902366656781,0.0,0.0,0.0,14.210588861400147,0.0,5.316788604006331,0.0,13.027703587438927,32.910158705363905,24.26546827384644,0.0,11.49902366656781,0.0,14.790514511606428,39.014125093112206,4.736862953800049,0.0,6.923737199690624,24.26546827384644,0.0,0.0,0.0,0.0,11.49902366656781,0.0,0.1929016025009577,0.0,0.0,0.0,0.0,0.1198534653143627,0.18824974656011026,0.12930502325931909,0.13053244049253473,0.12556437855731323,0.11359334331540231,0.0,0.0,0.0,0.14037959622087365,0.0,0.05252200628008406,0.0,0.12869443955679344,0.32510368399812123,0.2397069306287254,0.0,0.11359334331540231,0.0,0.14610840376066647,0.3854018423091671,0.04679319874029121,0.0,0.06839628124574756,0.2397069306287254,0.0,0.0,0.0,0.0,0.11359334331540231,0.0
166,r-albuterol,CC(C)(C)NCC(O)c1ccc(O)c(C(=O)O)c1,43.0,moderate,low,moderate,moderate,253.298,253.131408088,0.6528258495747985,1.5119,67.78160000000004,105.43458892773096,106.08008346051308,89.79,0.33898122165209293,-0.5070525054936846,0.5070525054936846,0.33898122165209293,4.0,4.0,18.0,5.0,4.0,4.0,5.0,0.46153846153846156,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.834627531876914,437.1076514547997,-1.5899999999999999,20.63637078852845,0.0,4.794537184071822,0.0,0.0,6.06636706846161,38.46739722769209,12.08368165829592,6.103966387748303,11.3129633249809,0.0,0.0,0.0,5.969305287951849,20.11411936859394,0.0,5.316788604006331,0.0,32.41410323920352,6.544756405912575,29.32600418877882,0.0,5.749511833283905,5.969305287951849,5.316788604006331,33.37256913076988,0.0,0.0,42.79661815428599,18.19910120538483,0.0,0.0,0.0,0.0,5.749511833283905,0.0,20.63637078852845,0.0,4.794537184071822,0.0,0.0,6.06636706846161,38.46739722769209,12.08368165829592,6.103966387748303,11.3129633249809,0.0,0.0,0.0,5.969305287951849,20.11411936859394,0.0,5.316788604006331,0.0,32.41410323920352,6.544756405912575,29.32600418877882,0.0,5.749511833283905,5.969305287951849,5.316788604006331,33.37256913076988,0.0,0.0,42.79661815428599,18.19910120538483,0.0,0.0,0.0,0.0,5.749511833283905,0.0,0.19572676290010896,0.0,0.04547404445573537,0.0,0.0,0.05753678304393768,0.3648460872177267,0.11460832522976452,0.05789339579947718,0.10729840595988148,0.0,0.0,0.0,0.05661619539336799,0.19077344136449334,0.0,0.05042736599135098,0.0,0.30743329650027307,0.0620740923113819,0.27814405582668916,0.0,0.05453155261244342,0.05661619539336799,0.05042736599135098,0.31652391753189046,0.0,0.0,0.4059068147325019,0.17261034913181306,0.0,0.0,0.0,0.0,0.05453155261244342,0.0
167,probenecid,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,99.0,high,very high,very high,very high,285.36499999999995,285.10347908800003,0.8330157421148819,2.1955,72.74210000000005,113.11970769401675,113.46236333513149,74.68,0.33517964490039753,-0.47763924301016997,0.47763924301016997,0.33517964490039753,3.0,1.0,19.0,6.0,7.0,1.0,5.0,0.46153846153846156,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0653305378819273,516.0791280132663,-1.4,5.106527394840706,0.0,13.212334168400758,4.305215991296234,0.0,13.847474399381248,37.10711151969846,13.08951281182515,10.45893496721477,0.0,0.0,10.023291153407584,0.0,5.969305287951849,18.318861563241462,0.0,4.305215991296234,0.0,31.584601120751042,13.08951281182515,29.828919765543436,0.0,0.0,15.992596441359433,0.0,36.88835847024288,10.023291153407584,0.0,37.04710632100208,29.160951749364212,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,0.0,13.212334168400758,4.305215991296234,0.0,13.847474399381248,37.10711151969846,13.08951281182515,10.45893496721477,0.0,0.0,10.023291153407584,0.0,5.969305287951849,18.318861563241462,0.0,4.305215991296234,0.0,31.584601120751042,13.08951281182515,29.828919765543436,0.0,0.0,15.992596441359433,0.0,36.88835847024288,10.023291153407584,0.0,37.04710632100208,29.160951749364212,0.0,0.0,0.0,0.0,0.0,0.0,0.04514268555797201,0.0,0.11679957840891414,0.03805893843839865,0.0,0.12241434036267125,0.32803401172208974,0.11571381396450951,0.09245899923562104,0.0,0.0,0.08860782402762296,0.0,0.052769808282200716,0.16194226396688613,0.0,0.03805893843839865,0.0,0.27921395630004486,0.11571381396450951,0.2636933950203372,0.0,0.0,0.14137763230982367,0.0,0.3261001926386167,0.08860782402762296,0.0,0.3275035542101354,0.257788429123625,0.0,0.0,0.0,0.0,0.0,0.0
168,prilocaine,CCCNC(C)C(O)=Nc1ccccc1C,20.0,low,very low,low,low,220.31599999999997,220.15756326,0.591594949818902,2.971120000000001,68.65850000000003,96.60840257312574,97.2254163419374,44.62,0.2028646915828732,-0.4952247627247987,0.4952247627247987,0.2028646915828732,2.0,2.0,16.0,3.0,5.0,2.0,3.0,0.46153846153846156,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.722862440820674,360.7051560933999,-1.35,10.423315998847038,0.0,4.992404732635669,0.0,0.0,25.122838405075452,38.44287098837844,0.0,11.729227103831523,0.0,0.0,5.897745344357611,0.0,0.0,5.106527394840706,0.0,5.316788604006331,4.992404732635669,33.23387405114585,6.544756405912575,29.828919765543436,0.0,0.0,11.585131619041174,5.316788604006331,23.59086997425885,0.0,6.923737199690624,25.831747514004253,29.257873006482107,0.0,0.0,0.0,5.687386274683562,0.0,0.0,10.423315998847038,0.0,4.992404732635669,0.0,0.0,25.122838405075452,38.44287098837844,0.0,11.729227103831523,0.0,0.0,5.897745344357611,0.0,0.0,5.106527394840706,0.0,5.316788604006331,4.992404732635669,33.23387405114585,6.544756405912575,29.828919765543436,0.0,0.0,11.585131619041174,5.316788604006331,23.59086997425885,0.0,6.923737199690624,25.831747514004253,29.257873006482107,0.0,0.0,0.0,5.687386274683562,0.0,0.0,0.10789243710925996,0.0,0.051676713408616515,0.0,0.0,0.2600481711314835,0.3979247142532959,0.0,0.1214100098068936,0.0,0.0,0.0610479542904504,0.0,0.0,0.05285800467485657,0.0,0.05503443243440339,0.051676713408616515,0.3440060405303788,0.06774520881823562,0.308761132272786,0.0,0.0,0.11991846786072306,0.05503443243440339,0.24419066402016354,0.0,0.07166806421884311,0.26738613646418014,0.30285018929213703,0.0,0.0,0.0,0.05887051357027265,0.0,0.0
169,practolol,CC(O)=Nc1ccc(C(O)CNC(C)C)cc1,95.0,high,very high,very high,very high,236.315,236.15247788,0.5427671973208091,2.3259,69.93830000000004,101.39807473278873,102.0196500941334,64.85000000000001,0.18214290650868684,-0.4965384511561946,0.4965384511561946,0.18214290650868684,3.0,3.0,17.0,4.0,5.0,3.0,4.0,0.46153846153846156,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6358861673825844,367.51078163404424,-1.3900000000000001,15.529843393687742,0.0,4.992404732635669,0.0,0.0,25.980208536304467,17.696185628620217,19.51033443475116,11.791352662431866,0.0,5.897745344357611,0.0,0.0,0.0,10.213054789681411,0.0,5.316788604006331,4.992404732635669,32.917018815968135,6.544756405912575,29.828919765543436,0.0,0.0,11.585131619041174,5.316788604006331,28.697397369099562,0.0,0.0,32.43862947851717,29.257873006482107,0.0,0.0,0.0,5.687386274683562,0.0,0.0,15.529843393687742,0.0,4.992404732635669,0.0,0.0,25.980208536304467,17.696185628620217,19.51033443475116,11.791352662431866,0.0,5.897745344357611,0.0,0.0,0.0,10.213054789681411,0.0,5.316788604006331,4.992404732635669,32.917018815968135,6.544756405912575,29.828919765543436,0.0,0.0,11.585131619041174,5.316788604006331,28.697397369099562,0.0,0.0,32.43862947851717,29.257873006482107,0.0,0.0,0.0,5.687386274683562,0.0,0.0,0.15315718207286547,0.0,0.049235695507947284,0.0,0.0,0.25621993913365043,0.17452190956538807,0.19241326313311327,0.11628773715383907,0.0,0.058164273433196446,0.0,0.0,0.0,0.10072237383792114,0.0,0.05243480823494433,0.049235695507947284,0.32463159584354395,0.064545174286196,0.2941763918511341,0.0,0.0,0.11425396043831326,0.05243480823494433,0.28301718198027864,0.0,0.0,0.319913662700221,0.2885446600794393,0.0,0.0,0.0,0.0560896870051168,0.0,0.0
170,levodropropizine,OCC(O)CN1CCN(c2ccccc2)CC1,75.0,high,high,high,high,236.31500000000003,236.15247788,0.781715548096193,0.16179999999999972,68.18760000000005,101.46672625019806,102.08830161154278,46.940000000000005,0.08969798339253993,-0.39363507343419457,0.39363507343419457,0.08969798339253993,4.0,2.0,17.0,4.0,4.0,2.0,4.0,0.5384615384615384,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8210733809554287,323.4511641180954,-1.1,15.11296452053189,4.899909730850478,0.0,0.0,0.0,18.19910120538483,12.13273413692322,38.41116830424644,12.71084835226122,0.0,0.0,0.0,0.0,0.0,10.213054789681411,0.0,4.899909730850478,0.0,6.103966387748303,44.230573724926266,30.33183534230805,0.0,0.0,5.687386274683562,4.899909730850478,60.547594902355975,0.0,0.0,0.0,30.33183534230805,0.0,0.0,0.0,5.687386274683562,0.0,0.0,15.11296452053189,4.899909730850478,0.0,0.0,0.0,18.19910120538483,12.13273413692322,38.41116830424644,12.71084835226122,0.0,0.0,0.0,0.0,0.0,10.213054789681411,0.0,4.899909730850478,0.0,6.103966387748303,44.230573724926266,30.33183534230805,0.0,0.0,5.687386274683562,4.899909730850478,60.547594902355975,0.0,0.0,0.0,30.33183534230805,0.0,0.0,0.0,5.687386274683562,0.0,0.0,0.14894502936131132,0.0482908034183365,0.0,0.0,0.0,0.17936028763270861,0.11957352508847241,0.37855925507571464,0.12527109942345666,0.0,0.0,0.0,0.0,0.0,0.10065422594297484,0.0,0.0482908034183365,0.0,0.06015732066388993,0.4359121000500391,0.298933812721181,0.0,0.0,0.0560517372035787,0.0482908034183365,0.5967236466569038,0.0,0.0,0.0,0.298933812721181,0.0,0.0,0.0,0.0560517372035787,0.0,0.0
171,etozolin,CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1C,90.0,high,very high,very high,very high,284.3809999999999,284.1194635,0.5791366305048103,1.4081000000000001,74.28900000000003,117.17335979450226,117.49665785671256,49.85,0.3329005103959263,-0.46275592338901544,0.46275592338901544,0.3329005103959263,5.0,0.0,19.0,6.0,3.0,0.0,5.0,0.6923076923076923,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0487125067426457,391.34956797397285,-1.01,9.636772684650527,9.694446914922299,4.794537184071822,0.0,0.0,18.182706572317123,32.85489325736779,7.04767198267719,17.71197336822341,5.37387281296874,0.0,0.0,5.907179729351506,5.969305287951849,14.325937321943691,0.0,9.799819461700956,0.0,31.560074881437394,26.744066759015258,11.105091403710494,0.0,0.0,23.63836996669447,0.0,53.7942440509883,14.325937321943691,0.0,26.186202068468653,11.105091403710494,0.0,0.0,0.0,0.0,0.0,11.761884949391115,9.636772684650527,9.694446914922299,4.794537184071822,0.0,0.0,18.182706572317123,32.85489325736779,7.04767198267719,17.71197336822341,5.37387281296874,0.0,0.0,5.907179729351506,5.969305287951849,14.325937321943691,0.0,9.799819461700956,0.0,31.560074881437394,26.744066759015258,11.105091403710494,0.0,0.0,23.63836996669447,0.0,53.7942440509883,14.325937321943691,0.0,26.186202068468653,11.105091403710494,0.0,0.0,0.0,0.0,0.0,11.761884949391115,0.08224371735650002,0.08273593018007118,0.04091832130170582,0.0,0.0,0.155177820318593,0.28039558919355434,0.060147391822145777,0.15116041222413126,0.045862581924708795,0.0,0.0,0.05041401680135717,0.0509442188772326,0.12226275108154626,0.0,0.08363521775673075,0.0,0.2693451390041833,0.2282435769181561,0.09477488247487754,0.0,0.0,0.20173843276450604,0.0,0.45909961227818535,0.12226275108154626,0.0,0.22348255707947448,0.09477488247487754,0.0,0.0,0.0,0.0,0.0,0.10038019708591628
172,valaciclovir,CC(C)C(N)C(=O)OCCOCn1cnc2c(O)nc(=N)[nH]c21,0.0,low,very low,very low,very low,324.34099999999995,324.15460312000005,0.3933900456630049,-0.554929999999999,79.12260000000002,130.74725382346023,131.31876842438524,152.13000000000002,0.32275628263485,-0.49156034280909344,0.49156034280909344,0.32275628263485,9.0,4.0,23.0,10.0,7.0,5.0,10.0,0.5384615384615384,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.8359170947759427,737.6302383315938,-2.46,25.297899300550196,14.770920437654699,4.9839785209472085,4.9839785209472085,0.0,13.847474399381248,5.917906046161393,0.0,12.934202039277459,25.02671676192809,5.516700717616262,11.498171791044607,0.0,5.969305287951849,19.374790486512623,5.409283605791522,19.51903521063298,11.651573523323577,26.620131976028695,13.213763929025836,11.945503529373777,0.0,5.879988336435371,17.133183226335838,11.35185093177142,49.85047265159934,20.999079839171404,11.327189651952915,13.847474399381248,6.3273200747645415,0.0,11.16387793838399,0.0,0.0,5.879988336435371,0.0,25.297899300550196,14.770920437654699,4.9839785209472085,4.9839785209472085,0.0,13.847474399381248,5.917906046161393,0.0,12.934202039277459,25.02671676192809,5.516700717616262,11.498171791044607,0.0,5.969305287951849,19.374790486512623,5.409283605791522,19.51903521063298,11.651573523323577,26.620131976028695,13.213763929025836,11.945503529373777,0.0,5.879988336435371,17.133183226335838,11.35185093177142,49.85047265159934,20.999079839171404,11.327189651952915,13.847474399381248,6.3273200747645415,0.0,11.16387793838399,0.0,0.0,5.879988336435371,0.0,0.1934870413011378,0.11297308360754514,0.03811918319658752,0.03811918319658752,0.0,0.10591025045985761,0.04526218236408979,0.0,0.09892522910455692,0.19141294390565242,0.04219362591787293,0.08794197548936564,0.0,0.045655301456746664,0.14818506637755605,0.04137206287403433,0.14928829967616988,0.08911524473818748,0.20359993191116796,0.10106341466160007,0.09136332259416352,0.0,0.044972174668959,0.13104048249816164,0.08682286319450433,0.3812735732018455,0.16060819042153757,0.08663424523812413,0.10591025045985761,0.048393521773756894,0.0,0.085385181041415,0.0,0.0,0.044972174668959,0.0
